County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Albany,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge,not available,Rare,not listed,S3,G4G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge,1919,Threatened,not listed,S2S3,G4G5,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,2016,Threatened,not listed,S2,G4,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge,2016,Threatened,not listed,S2,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,1920,Threatened,not listed,S2,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,1926,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex jamesii,James' Sedge,2021,Threatened,not listed,S2S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,1957,Threatened,not listed,S2,G4,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,not available,not listed,not listed,S4,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge,not available,Rare,not listed,S3,G4?,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flat Sedge,1950,Threatened,not listed,S1S2,G5T5?,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,not available,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,2008,Rare,not listed,S3,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,2001,Endangered,not listed,S1S2,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,1937,Endangered,not listed,S1,G5,Historically Confirmed
Albany,Plant,Mosses,Other Mosses,Myurella julacea,Small Mousetail Moss,2005,not listed,not listed,S2,G5,Recently Confirmed
